TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
435.86,Debit,Jacksonville,ATM,56.0,Retired,134.0,1.0,3801.82,2
74.73,Credit,Jacksonville,Branch,64.0,Retired,162.0,1.0,6353.22,1
182.79,Credit,Louisville,Online,23.0,Student,14.0,1.0,1251.85,3
628.36,Debit,Austin,Online,44.0,Doctor,108.0,1.0,11869.71,2
268.39,Debit,San Antonio,Online,29.0,Doctor,177.0,1.0,9409.43,2
560.15,Credit,Memphis,Online,50.0,Engineer,92.0,1.0,817.83,1
351.99,Debit,Chicago,ATM,80.0,Retired,45.0,2.0,3663.64,2
132.36,Debit,Colorado Springs,Branch,28.0,Student,160.0,1.0,319.65,3
24.77,Credit,Nashville,Online,40.0,Engineer,17.0,1.0,478.23,1
668.67,Debit,Detroit,Online,44.0,Doctor,143.0,4.0,13446.81,0
80.24,Credit,New York,Branch,53.0,Doctor,58.0,1.0,8012.81,1
8.65,Debit,Mesa,ATM,68.0,Retired,198.0,1.0,4201.22,2
178.91,Debit,Omaha,ATM,18.0,Student,19.0,1.0,8870.89,3
115.22,Debit,San Francisco,Branch,27.0,Engineer,108.0,1.0,906.2,3
161.63,Debit,San Jose,Online,46.0,Doctor,276.0,1.0,9286.37,2
542.75,Credit,Nashville,Branch,70.0,Retired,63.0,1.0,2224.08,1
317.47,Credit,Sacramento,Online,67.0,Doctor,16.0,1.0,14639.28,1
280.99,Debit,Houston,Branch,45.0,Engineer,29.0,1.0,9733.59,2
24.19,Debit,San Diego,ATM,29.0,Engineer,28.0,1.0,2756.2,2
372.41,Debit,San Diego,ATM,55.0,Retired,143.0,1.0,3233.87,2
247.17,Credit,Chicago,Branch,65.0,Retired,149.0,1.0,2611.64,1
48.78,Credit,Kansas City,Branch,18.0,Student,136.0,1.0,552.06,3
4.15,Credit,Omaha,Branch,60.0,Retired,119.0,1.0,6017.36,1
60.99,Debit,Oklahoma City,Branch,34.0,Engineer,58.0,1.0,7281.46,2
408.19,Debit,Mesa,Branch,26.0,Engineer,241.0,1.0,6847.47,2
524.6,Debit,El Paso,Branch,58.0,Doctor,76.0,1.0,13017.7,2
108.96,Debit,Milwaukee,ATM,26.0,Student,247.0,1.0,7597.66,3
70.03,Debit,Nashville,Branch,63.0,Retired,49.0,1.0,7330.31,2
324.04,Debit,Virginia Beach,ATM,54.0,Retired,30.0,1.0,2248.06,2
39.69,Debit,Austin,Online,70.0,Retired,163.0,1.0,3524.68,2
81.27,Credit,Seattle,Online,22.0,Student,68.0,1.0,1814.48,3
193.82,Debit,Kansas City,Branch,37.0,Engineer,176.0,1.0,3886.77,2
474.05,Debit,San Jose,ATM,57.0,Retired,214.0,1.0,1484.31,2
39.21,Debit,Miami,ATM,66.0,Doctor,245.0,4.0,9385.57,0
637.75,Debit,Dallas,Branch,79.0,Retired,152.0,1.0,4202.92,2
153.59,Credit,Portland,Branch,66.0,Retired,174.0,1.0,4813.12,1
186.6,Debit,Tucson,Branch,18.0,Student,139.0,1.0,9716.68,3
644.08,Debit,Atlanta,Online,24.0,Student,55.0,1.0,1980.62,3
305.0,Debit,Phoenix,ATM,22.0,Student,222.0,1.0,944.83,3
233.1,Credit,Nashville,Branch,42.0,Doctor,37.0,1.0,7469.2,1
793.13,Debit,Memphis,Online,68.0,Doctor,76.0,1.0,13389.16,2
224.19,Debit,Houston,ATM,52.0,Doctor,93.0,1.0,8475.47,2
214.83,Credit,Tucson,ATM,23.0,Student,63.0,1.0,991.69,3
163.46,Credit,Baltimore,Branch,63.0,Retired,111.0,1.0,6953.8,1
194.99,Debit,Jacksonville,Branch,34.0,Engineer,91.0,1.0,1370.03,2
23.4,Debit,El Paso,ATM,46.0,Doctor,175.0,4.0,14851.28,0
227.5,Debit,Sacramento,Online,34.0,Doctor,277.0,1.0,11505.35,2
259.9,Debit,Oklahoma City,Online,26.0,Student,100.0,1.0,914.28,3
59.51,Credit,Dallas,Online,36.0,Doctor,55.0,1.0,9955.88,1
1074.95,Debit,Jacksonville,Branch,20.0,Student,91.0,1.0,530.86,3
112.94,Credit,San Antonio,Online,73.0,Retired,31.0,1.0,3807.84,1
11.81,Debit,Phoenix,ATM,21.0,Student,131.0,1.0,320.25,3
329.14,Debit,Sacramento,Branch,55.0,Doctor,14.0,1.0,12033.92,2
154.24,Debit,Mesa,ATM,61.0,Retired,82.0,1.0,6109.55,2
233.44,Debit,Chicago,Online,20.0,Student,297.0,1.0,1691.88,3
1137.63,Debit,Baltimore,ATM,26.0,Student,144.0,1.0,1629.12,3
98.71,Debit,Fort Worth,ATM,32.0,Doctor,117.0,1.0,10095.23,2
87.38,Debit,Atlanta,Branch,21.0,Student,252.0,1.0,1504.99,3
83.39,Debit,Omaha,Branch,32.0,Doctor,158.0,1.0,13182.11,2
267.55,Debit,Charlotte,Online,46.0,Engineer,40.0,1.0,4330.04,2
870.05,Debit,El Paso,ATM,29.0,Doctor,39.0,1.0,905.25,2
164.51,Debit,Louisville,Branch,78.0,Retired,110.0,1.0,3553.69,2
758.12,Debit,San Francisco,ATM,69.0,Retired,90.0,1.0,6164.65,2
103.76,Debit,Kansas City,Online,28.0,Engineer,188.0,1.0,9626.14,2
583.92,Debit,Kansas City,Online,55.0,Engineer,139.0,1.0,6364.14,2
204.06,Debit,Washington,Online,77.0,Retired,159.0,1.0,4351.83,2
53.51,Debit,New York,Online,56.0,Retired,165.0,1.0,5773.5,2
1108.46,Debit,Los Angeles,Branch,30.0,Engineer,262.0,1.0,9257.04,2
120.17,Debit,Portland,ATM,49.0,Doctor,105.0,1.0,5403.79,2
220.8,Debit,Indianapolis,Online,31.0,Engineer,28.0,1.0,8135.31,2
119.01,Debit,Philadelphia,ATM,45.0,Doctor,87.0,1.0,9798.26,2
183.32,Debit,Raleigh,ATM,21.0,Student,74.0,1.0,137.42,3
858.88,Debit,Jacksonville,Online,60.0,Engineer,227.0,1.0,7015.46,2
11.46,Credit,San Francisco,Online,41.0,Engineer,128.0,1.0,2356.71,1
61.37,Debit,Columbus,Branch,75.0,Retired,164.0,1.0,4294.44,2
103.08,Credit,Milwaukee,Branch,49.0,Engineer,150.0,1.0,9251.38,1
425.18,Credit,Colorado Springs,Online,26.0,Engineer,172.0,1.0,9880.71,1
60.96,Debit,Colorado Springs,ATM,52.0,Retired,238.0,1.0,6189.24,2
64.21,Debit,Omaha,ATM,51.0,Doctor,37.0,1.0,12540.18,2
523.02,Debit,Jacksonville,Online,53.0,Retired,83.0,1.0,4586.11,2
50.26,Debit,Las Vegas,Branch,65.0,Retired,164.0,1.0,1519.38,2
110.08,Debit,Detroit,Branch,19.0,Student,95.0,1.0,1447.26,3
54.47,Credit,Philadelphia,Branch,23.0,Student,34.0,1.0,1131.42,3
79.76,Debit,Kansas City,Online,68.0,Doctor,115.0,1.0,10278.75,2
16.79,Credit,Detroit,Online,30.0,Doctor,146.0,1.0,535.15,1
1531.31,Debit,San Diego,Online,18.0,Student,62.0,4.0,859.86,0
68.62,Debit,Omaha,Branch,29.0,Doctor,157.0,1.0,13891.47,2
643.38,Credit,Detroit,Online,18.0,Student,105.0,1.0,1046.74,3
328.34,Credit,San Diego,Online,42.0,Engineer,31.0,1.0,2840.45,1
72.68,Debit,Seattle,Online,69.0,Retired,44.0,1.0,6216.77,2
354.76,Debit,Detroit,Branch,51.0,Doctor,279.0,1.0,10141.92,2
793.88,Credit,Los Angeles,ATM,22.0,Student,252.0,1.0,1404.06,3
29.22,Debit,Detroit,ATM,27.0,Engineer,69.0,1.0,7795.79,2
366.43,Credit,Portland,Online,21.0,Student,92.0,1.0,1560.45,3
120.86,Debit,Colorado Springs,Online,33.0,Doctor,162.0,4.0,13566.58,0
233.74,Debit,Boston,Online,72.0,Retired,142.0,1.0,4749.54,2
471.84,Debit,Raleigh,ATM,18.0,Student,138.0,1.0,1044.33,3
213.4,Credit,Fort Worth,Branch,73.0,Retired,100.0,1.0,2012.24,1
254.21,Debit,Phoenix,ATM,48.0,Engineer,46.0,1.0,2487.2,2
577.73,Debit,San Jose,ATM,37.0,Doctor,63.0,1.0,14977.99,2
170.26,Debit,Chicago,ATM,27.0,Student,265.0,1.0,1969.48,3
337.73,Debit,San Antonio,Online,78.0,Retired,107.0,4.0,7001.2,0
330.61,Credit,Nashville,Branch,64.0,Retired,113.0,1.0,2525.25,1
132.33,Credit,Phoenix,ATM,35.0,Engineer,47.0,1.0,7457.94,1
74.04,Debit,Memphis,Online,18.0,Student,66.0,1.0,1690.23,3
197.18,Debit,Tucson,Online,28.0,Engineer,135.0,1.0,3114.92,2
590.01,Debit,San Jose,Online,29.0,Doctor,140.0,3.0,9791.74,0
697.82,Debit,New York,Online,44.0,Engineer,153.0,1.0,6824.0,2
302.76,Debit,Sacramento,ATM,38.0,Engineer,88.0,3.0,8583.39,0
148.0,Debit,Tucson,Branch,20.0,Student,35.0,1.0,1488.65,3
22.26,Debit,San Antonio,Branch,19.0,Student,56.0,1.0,5583.88,3
0.86,Debit,Colorado Springs,ATM,25.0,Student,139.0,1.0,1357.22,3
757.1,Debit,Atlanta,Branch,65.0,Doctor,203.0,1.0,10553.23,2
38.81,Credit,Virginia Beach,Online,25.0,Student,145.0,1.0,1619.6,3
76.51,Credit,Mesa,Online,49.0,Engineer,120.0,4.0,9475.4,0
32.46,Debit,Charlotte,Online,31.0,Doctor,10.0,1.0,8656.18,2
1022.75,Credit,San Jose,Branch,62.0,Doctor,158.0,1.0,207.74,1
20.64,Debit,Charlotte,Branch,22.0,Student,59.0,1.0,949.38,3
662.11,Debit,Atlanta,Branch,23.0,Student,219.0,1.0,1996.38,3
35.05,Debit,Boston,Branch,30.0,Doctor,105.0,1.0,14330.47,2
214.73,Credit,Los Angeles,ATM,46.0,Doctor,26.0,1.0,5368.42,1
25.38,Debit,Louisville,Branch,57.0,Engineer,66.0,1.0,8616.05,2
617.66,Debit,Memphis,ATM,41.0,Engineer,40.0,1.0,5906.58,2
446.39,Debit,Houston,ATM,63.0,Retired,77.0,1.0,7863.6,2
377.92,Debit,Raleigh,Branch,33.0,Engineer,204.0,1.0,2254.71,2
11.04,Debit,Phoenix,Online,30.0,Engineer,43.0,1.0,6983.04,2
275.46,Debit,Fort Worth,ATM,36.0,Doctor,67.0,1.0,9697.75,2
179.76,Debit,Philadelphia,Online,78.0,Retired,81.0,1.0,5909.52,2
32.34,Debit,Kansas City,Branch,44.0,Doctor,45.0,1.0,7847.62,2
273.92,Debit,Portland,Branch,79.0,Retired,109.0,1.0,4543.56,2
388.98,Debit,Fresno,ATM,23.0,Student,155.0,1.0,1819.91,3
492.84,Debit,Indianapolis,ATM,25.0,Student,38.0,1.0,577.67,3
148.85,Debit,Mesa,ATM,57.0,Doctor,25.0,1.0,7802.36,2
185.99,Credit,Fresno,Branch,41.0,Engineer,53.0,1.0,402.45,1
322.48,Debit,Jacksonville,ATM,27.0,Student,57.0,1.0,1238.43,3
20.27,Debit,Miami,Branch,18.0,Student,22.0,1.0,796.35,3
280.61,Debit,Mesa,ATM,47.0,Engineer,129.0,3.0,7888.76,0
104.23,Credit,Louisville,Online,63.0,Retired,108.0,1.0,5009.29,1
353.59,Credit,New York,Branch,52.0,Retired,109.0,5.0,1822.34,0
55.86,Debit,Seattle,Online,39.0,Engineer,68.0,1.0,5346.46,2
95.55,Debit,Louisville,Branch,33.0,Engineer,51.0,1.0,2434.74,2
477.07,Debit,Columbus,Online,27.0,Engineer,278.0,1.0,6568.07,2
21.41,Debit,Louisville,Online,57.0,Doctor,99.0,1.0,658.91,2
278.28,Debit,Jacksonville,Branch,28.0,Student,26.0,1.0,1346.88,3
215.39,Debit,Detroit,ATM,27.0,Student,216.0,1.0,1582.55,3
194.37,Debit,Milwaukee,ATM,66.0,Doctor,161.0,1.0,14395.88,2
19.59,Debit,Charlotte,Branch,64.0,Retired,122.0,1.0,1061.69,2
81.35,Debit,Houston,Online,41.0,Engineer,103.0,1.0,7192.45,2
314.54,Credit,Virginia Beach,Branch,58.0,Engineer,228.0,1.0,9923.45,1
466.64,Debit,Las Vegas,ATM,58.0,Doctor,11.0,1.0,10915.11,2
472.48,Debit,New York,Branch,55.0,Engineer,87.0,1.0,7128.82,2
67.15,Debit,Indianapolis,Online,59.0,Doctor,14.0,1.0,9028.49,2
102.67,Debit,Albuquerque,Branch,79.0,Retired,119.0,1.0,4656.94,2
460.09,Credit,Fresno,Online,35.0,Doctor,146.0,3.0,6990.64,0
453.49,Debit,Seattle,Branch,66.0,Doctor,147.0,1.0,6366.43,2
267.17,Debit,Seattle,ATM,26.0,Student,170.0,1.0,1382.62,3
111.26,Debit,Boston,ATM,66.0,Doctor,43.0,1.0,14350.11,2
121.17,Debit,Phoenix,ATM,68.0,Doctor,158.0,1.0,12990.77,2
213.28,Debit,Mesa,Branch,51.0,Retired,94.0,1.0,4835.91,2
187.88,Debit,Nashville,ATM,60.0,Engineer,180.0,1.0,2154.58,2
471.88,Credit,San Jose,Online,34.0,Doctor,141.0,1.0,14833.34,1
83.79,Debit,Nashville,ATM,57.0,Engineer,47.0,1.0,5061.3,2
99.16,Debit,San Francisco,Online,79.0,Retired,202.0,1.0,2607.58,2
839.33,Credit,Louisville,Branch,60.0,Doctor,86.0,1.0,11538.97,1
29.91,Credit,Philadelphia,Online,76.0,Retired,43.0,3.0,2834.84,0
4.24,Debit,San Diego,Online,38.0,Engineer,38.0,1.0,7822.73,2
50.29,Credit,Raleigh,Online,58.0,Doctor,64.0,1.0,7604.9,1
135.85,Debit,Fresno,Online,57.0,Retired,269.0,1.0,1480.39,2
368.53,Debit,Raleigh,Branch,68.0,Doctor,34.0,1.0,13696.31,2
17.95,Credit,Sacramento,Branch,64.0,Doctor,135.0,1.0,12344.9,1
127.8,Credit,Virginia Beach,Branch,31.0,Engineer,47.0,1.0,8630.99,1
16.73,Debit,Houston,Online,45.0,Engineer,48.0,1.0,2202.62,2
317.12,Debit,Fort Worth,Branch,44.0,Doctor,80.0,1.0,14409.74,2
476.63,Debit,Charlotte,ATM,79.0,Retired,115.0,1.0,4894.25,2
156.58,Debit,Portland,Branch,24.0,Student,160.0,1.0,8981.61,3
55.12,Credit,Houston,Online,34.0,Engineer,261.0,1.0,3791.99,1
15.74,Debit,Denver,Branch,27.0,Student,38.0,1.0,690.16,3
297.15,Debit,Phoenix,Online,76.0,Retired,178.0,1.0,5449.37,2
647.85,Debit,Omaha,Branch,36.0,Doctor,121.0,1.0,13779.97,2
75.04,Debit,El Paso,ATM,49.0,Engineer,178.0,1.0,9648.6,2
273.92,Debit,Virginia Beach,Online,28.0,Student,35.0,1.0,1029.15,3
215.8,Credit,Jacksonville,Branch,51.0,Retired,66.0,1.0,3656.62,1
963.77,Debit,Louisville,ATM,41.0,Engineer,248.0,1.0,6710.51,2
420.6,Debit,Louisville,Branch,26.0,Student,55.0,1.0,1778.75,3
688.36,Credit,Memphis,Branch,23.0,Student,22.0,1.0,5191.13,3
285.18,Credit,Sacramento,Branch,55.0,Doctor,150.0,1.0,14847.97,1
213.55,Debit,Boston,ATM,63.0,Doctor,15.0,1.0,5238.37,2
463.11,Credit,Las Vegas,Branch,51.0,Doctor,159.0,1.0,10238.82,1
309.56,Debit,Charlotte,Online,58.0,Doctor,147.0,1.0,972.04,2
377.08,Credit,Mesa,Branch,26.0,Student,71.0,1.0,6430.86,3
77.25,Debit,Virginia Beach,Branch,68.0,Doctor,157.0,1.0,14077.97,2
146.92,Debit,Portland,ATM,64.0,Retired,272.0,1.0,3990.6,2
126.6,Debit,San Antonio,Branch,22.0,Student,146.0,1.0,961.65,3
101.34,Debit,Boston,ATM,24.0,Student,46.0,1.0,703.26,3
184.97,Debit,Denver,Branch,58.0,Doctor,268.0,1.0,1156.67,2
451.15,Debit,Colorado Springs,ATM,46.0,Engineer,175.0,1.0,1356.47,2
516.47,Credit,Charlotte,ATM,25.0,Student,94.0,1.0,1305.06,3
880.04,Debit,Sacramento,ATM,25.0,Student,29.0,1.0,261.97,3
66.69,Credit,San Antonio,Branch,25.0,Student,140.0,1.0,1210.33,3
95.75,Debit,Los Angeles,Branch,31.0,Engineer,169.0,1.0,337.62,3
98.03,Debit,El Paso,Branch,54.0,Engineer,165.0,1.0,6323.45,2
617.66,Debit,Boston,ATM,42.0,Engineer,128.0,1.0,7155.95,2
888.57,Debit,San Antonio,Online,62.0,Retired,102.0,1.0,7896.14,2
107.48,Debit,Omaha,Branch,22.0,Student,129.0,1.0,591.23,3
36.57,Debit,Omaha,ATM,62.0,Retired,69.0,1.0,2583.07,2
575.62,Debit,Oklahoma City,Online,43.0,Doctor,129.0,1.0,234.41,2
84.89,Debit,San Jose,ATM,37.0,Engineer,70.0,1.0,4735.61,2
7.76,Credit,Las Vegas,Online,52.0,Retired,84.0,1.0,7393.11,1
109.3,Debit,Fort Worth,Branch,56.0,Doctor,27.0,1.0,13510.11,2
230.08,Debit,Austin,Online,79.0,Retired,124.0,1.0,4466.1,2
361.92,Debit,Detroit,ATM,54.0,Retired,111.0,1.0,7474.31,2
71.29,Debit,Chicago,ATM,68.0,Retired,55.0,2.0,7225.63,2
122.45,Debit,New York,Branch,46.0,Doctor,98.0,1.0,7255.49,2
642.53,Debit,Mesa,ATM,65.0,Doctor,128.0,1.0,11417.91,2
175.21,Credit,Mesa,ATM,69.0,Doctor,69.0,1.0,6039.04,1
168.0,Credit,Tucson,Branch,32.0,Engineer,11.0,1.0,3498.58,1
11.46,Debit,Chicago,Online,67.0,Retired,73.0,1.0,6628.75,2
382.07,Credit,Omaha,Branch,62.0,Doctor,147.0,1.0,10156.09,1
13.48,Debit,Las Vegas,Online,18.0,Student,20.0,3.0,521.88,0
65.32,Debit,Mesa,ATM,28.0,Student,54.0,1.0,9165.02,3
83.07,Debit,Miami,Branch,27.0,Engineer,291.0,4.0,6704.76,0
730.1,Credit,Chicago,Branch,77.0,Retired,93.0,1.0,6384.05,1
85.31,Debit,Kansas City,ATM,62.0,Retired,27.0,1.0,6095.65,2
726.61,Debit,Phoenix,ATM,18.0,Student,277.0,1.0,1008.76,3
130.4,Debit,Raleigh,Branch,45.0,Engineer,63.0,1.0,4381.24,2
68.1,Debit,Milwaukee,ATM,20.0,Student,47.0,1.0,1382.8,3
65.26,Debit,Sacramento,Branch,26.0,Student,72.0,1.0,7380.63,3
191.62,Debit,Jacksonville,Branch,63.0,Doctor,51.0,1.0,1981.67,2
212.88,Debit,Fresno,Online,39.0,Doctor,122.0,1.0,7036.72,2
88.38,Debit,Virginia Beach,ATM,30.0,Engineer,138.0,1.0,3707.82,2
390.09,Debit,El Paso,Online,26.0,Engineer,49.0,1.0,2617.23,3
48.29,Debit,San Diego,Online,37.0,Engineer,242.0,1.0,8883.4,2
333.83,Debit,Fresno,ATM,63.0,Retired,135.0,1.0,1660.66,2
1074.29,Debit,Portland,Branch,67.0,Retired,79.0,1.0,2011.6,2
100.27,Debit,Miami,Online,79.0,Retired,51.0,1.0,4309.9,2
44.54,Debit,San Antonio,ATM,31.0,Engineer,164.0,1.0,362.4,2
82.17,Debit,Fort Worth,Branch,28.0,Student,21.0,1.0,1913.06,3
1045.45,Debit,Baltimore,Online,19.0,Student,150.0,1.0,563.46,3
447.42,Debit,Charlotte,Online,32.0,Engineer,65.0,1.0,6133.22,2
590.26,Credit,Austin,Branch,25.0,Student,48.0,1.0,1068.28,3
192.73,Debit,Milwaukee,Branch,71.0,Retired,157.0,1.0,2037.75,2
136.05,Debit,Atlanta,Online,24.0,Student,63.0,3.0,1127.54,0
11.57,Credit,New York,Branch,56.0,Retired,64.0,1.0,2061.61,1
7.82,Debit,Boston,ATM,36.0,Engineer,273.0,1.0,2240.49,2
79.43,Debit,Dallas,ATM,74.0,Retired,72.0,1.0,6579.37,2
386.97,Debit,Raleigh,Branch,58.0,Retired,137.0,1.0,1876.35,2
51.22,Debit,Fresno,Branch,23.0,Student,82.0,1.0,1664.59,3
256.05,Debit,Nashville,ATM,54.0,Retired,35.0,1.0,6910.18,2
7.79,Debit,Los Angeles,Branch,34.0,Doctor,298.0,1.0,1319.85,2
233.71,Debit,Louisville,Branch,63.0,Doctor,11.0,1.0,6095.5,2
176.37,Debit,Boston,Branch,55.0,Retired,126.0,1.0,2420.86,2
86.41,Debit,Fresno,ATM,75.0,Retired,125.0,1.0,3128.71,2
21.57,Debit,San Francisco,ATM,54.0,Retired,71.0,1.0,7587.48,2
82.67,Debit,Milwaukee,Branch,26.0,Student,46.0,1.0,290.59,3
543.47,Debit,Los Angeles,ATM,18.0,Student,122.0,1.0,6165.03,3
346.76,Credit,San Jose,Branch,21.0,Student,116.0,1.0,1637.75,3
47.48,Debit,El Paso,Branch,24.0,Student,66.0,1.0,585.52,3
64.92,Debit,Atlanta,Branch,58.0,Engineer,236.0,1.0,5481.76,2
350.72,Credit,Fresno,ATM,28.0,Student,48.0,1.0,1982.9,3
3.8,Debit,Charlotte,Online,65.0,Doctor,174.0,1.0,5766.96,2
22.54,Debit,El Paso,Online,26.0,Engineer,42.0,1.0,7139.11,2
167.47,Debit,Sacramento,ATM,35.0,Engineer,103.0,1.0,2293.13,2
43.65,Credit,Charlotte,Branch,30.0,Engineer,212.0,1.0,2870.67,1
390.77,Debit,Portland,Online,44.0,Doctor,34.0,1.0,5500.56,2
508.16,Debit,Mesa,ATM,39.0,Engineer,131.0,1.0,5609.44,2
332.33,Debit,Kansas City,ATM,27.0,Student,101.0,1.0,192.63,3
362.09,Debit,New York,Branch,32.0,Engineer,31.0,1.0,6590.28,2
42.58,Debit,San Jose,Online,30.0,Doctor,80.0,1.0,13485.0,2
248.66,Debit,Chicago,Online,28.0,Engineer,113.0,1.0,2571.39,2
461.25,Credit,Sacramento,Online,54.0,Doctor,171.0,1.0,676.1,1
61.77,Debit,Charlotte,Branch,56.0,Doctor,49.0,1.0,12352.2,2
268.92,Debit,Chicago,Branch,29.0,Engineer,148.0,1.0,8765.38,2
219.02,Credit,San Diego,Online,54.0,Engineer,68.0,1.0,7375.73,1
125.14,Debit,Baltimore,Branch,20.0,Student,31.0,1.0,1845.18,3
47.6,Debit,Austin,Online,53.0,Engineer,115.0,1.0,1382.51,2
592.82,Debit,Memphis,Online,74.0,Retired,248.0,1.0,7508.98,2
372.5,Debit,Nashville,ATM,22.0,Student,211.0,1.0,3901.82,3
4.72,Debit,Fort Worth,Branch,32.0,Engineer,20.0,1.0,4792.01,2
144.93,Debit,Fresno,Branch,42.0,Engineer,74.0,1.0,6887.52,2
316.56,Debit,Denver,Online,28.0,Engineer,261.0,1.0,8643.51,2
421.25,Debit,Fort Worth,Online,25.0,Student,66.0,1.0,7174.69,3
185.71,Debit,Virginia Beach,Branch,48.0,Engineer,194.0,1.0,2679.91,2
1432.02,Debit,Louisville,Branch,60.0,Retired,138.0,1.0,4315.07,2
26.27,Credit,Portland,Online,45.0,Engineer,177.0,1.0,8853.93,1
297.03,Debit,Austin,Online,61.0,Retired,151.0,1.0,1088.62,2
341.67,Debit,Omaha,Branch,53.0,Retired,96.0,5.0,1442.29,0
99.52,Debit,San Diego,ATM,52.0,Engineer,127.0,1.0,3798.09,2
139.69,Debit,Indianapolis,Online,52.0,Engineer,180.0,1.0,9567.94,2
112.72,Debit,Washington,Branch,31.0,Doctor,17.0,1.0,9630.0,2
568.88,Debit,Nashville,Branch,19.0,Student,105.0,1.0,1307.86,3
189.03,Debit,Oklahoma City,ATM,28.0,Student,50.0,1.0,1916.46,3
189.08,Debit,Miami,Branch,68.0,Doctor,238.0,1.0,10790.8,2
958.9,Debit,Memphis,Branch,31.0,Engineer,135.0,1.0,9977.49,2
283.15,Debit,Baltimore,Online,24.0,Student,180.0,1.0,603.79,3
151.82,Debit,Chicago,ATM,51.0,Retired,105.0,1.0,2197.12,2
438.59,Debit,San Jose,Online,37.0,Engineer,103.0,1.0,8994.39,2
501.15,Debit,Phoenix,Branch,47.0,Engineer,208.0,1.0,8821.84,2
917.81,Debit,Kansas City,ATM,64.0,Retired,75.0,2.0,3173.17,2
8.95,Debit,Oklahoma City,Online,76.0,Retired,102.0,1.0,3299.84,2
173.6,Debit,Austin,Online,21.0,Student,160.0,1.0,421.44,3
149.4,Debit,Chicago,ATM,53.0,Retired,123.0,1.0,1035.22,2
388.21,Credit,Columbus,Branch,53.0,Doctor,237.0,1.0,9724.49,1
484.3,Credit,Boston,Online,61.0,Retired,230.0,3.0,7910.3,0
126.04,Credit,Charlotte,Branch,65.0,Retired,167.0,1.0,6041.69,1
52.04,Credit,Colorado Springs,Branch,50.0,Doctor,31.0,1.0,8436.12,1
389.7,Credit,Austin,Branch,62.0,Doctor,216.0,1.0,7125.15,1
309.77,Credit,San Antonio,Online,67.0,Retired,137.0,1.0,4378.14,1
202.55,Debit,Dallas,ATM,21.0,Student,34.0,2.0,701.73,3
724.18,Debit,Fort Worth,Branch,41.0,Doctor,134.0,1.0,10922.78,2
124.98,Debit,Washington,ATM,24.0,Student,78.0,1.0,642.0,3
487.32,Debit,Kansas City,Branch,52.0,Doctor,164.0,1.0,7707.96,2
635.91,Credit,Jacksonville,Branch,46.0,Doctor,78.0,1.0,13267.09,1
205.65,Debit,Houston,Branch,62.0,Retired,144.0,1.0,3582.16,2
39.41,Debit,Louisville,Branch,25.0,Student,132.0,1.0,921.91,3
254.0,Debit,Nashville,Branch,35.0,Doctor,63.0,1.0,5788.53,2
436.8,Debit,Houston,Branch,36.0,Engineer,213.0,1.0,4515.43,2
224.73,Debit,Miami,Branch,76.0,Retired,63.0,1.0,7551.89,2
752.69,Credit,Dallas,ATM,65.0,Doctor,115.0,1.0,14489.69,1
78.5,Credit,San Jose,Branch,31.0,Doctor,41.0,1.0,13991.5,1
50.0,Credit,Jacksonville,ATM,53.0,Doctor,87.0,1.0,185.87,1
132.42,Debit,Denver,ATM,18.0,Student,164.0,1.0,726.39,3
83.16,Debit,Los Angeles,ATM,61.0,Retired,177.0,1.0,3065.87,2
149.02,Credit,Fort Worth,Branch,46.0,Engineer,176.0,1.0,9379.72,1
74.27,Credit,Memphis,Online,59.0,Doctor,148.0,1.0,13696.61,1
876.57,Credit,Portland,ATM,62.0,Retired,118.0,1.0,3743.63,1
615.58,Debit,Jacksonville,ATM,42.0,Doctor,133.0,1.0,14343.0,2
643.03,Credit,Jacksonville,Online,36.0,Engineer,52.0,1.0,2882.16,1
7.95,Debit,Phoenix,ATM,79.0,Retired,65.0,1.0,5631.2,2
270.92,Credit,Louisville,Branch,77.0,Retired,143.0,1.0,4574.43,1
499.48,Debit,Charlotte,ATM,24.0,Student,133.0,1.0,1242.62,3
841.5,Credit,Atlanta,Branch,25.0,Student,287.0,1.0,352.31,3
138.82,Debit,Fort Worth,Online,77.0,Retired,53.0,1.0,3100.22,2
231.46,Credit,Miami,Branch,60.0,Engineer,83.0,1.0,4707.24,1
292.08,Debit,Columbus,ATM,72.0,Retired,32.0,1.0,7950.48,2
63.98,Debit,Baltimore,Online,54.0,Doctor,258.0,1.0,7954.12,2
235.21,Debit,Boston,Branch,67.0,Doctor,74.0,1.0,5946.61,2
201.73,Debit,Baltimore,Online,57.0,Engineer,78.0,1.0,6650.71,2
161.31,Debit,Nashville,ATM,28.0,Student,13.0,1.0,1268.67,3
18.41,Debit,Atlanta,Branch,53.0,Doctor,168.0,1.0,8287.54,2
471.75,Credit,San Jose,Branch,34.0,Doctor,41.0,1.0,12948.5,1
290.02,Debit,Milwaukee,Branch,55.0,Engineer,246.0,1.0,4746.71,2
48.05,Debit,New York,Branch,27.0,Engineer,38.0,1.0,5334.97,2
359.42,Debit,Baltimore,Branch,55.0,Doctor,30.0,1.0,1765.45,2
32.91,Debit,Fort Worth,Online,19.0,Student,255.0,1.0,427.3,3
